 budget ,id,popularity,production_companies,release_date, revenue ,runtime,title,vote_average,vote_count,ROI,Dollar_per_point,,min_rating,max_rating,Vote_avg_avg
" $25,000,000.00 ",7191,46.942396,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}]",1/15/2008," $170,764,026.00 ",85,Cloverfield,6.4,2251,683.06%," $3,906,250.00 ",,,,
" $105,000,000.00 ",49047,110.153618,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}]",9/27/2013," $716,392,705.00 ",91,Gravity,7.3,5751,682.28%," $14,383,561.64 ",,,,
" $48,000,000.00 ",260346,88.844777,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Taken 3"", ""id"": 87854}]",12/16/2014," $325,771,424.00 ",109,Taken 3,6.1,2200,678.69%," $7,868,852.46 ",,,,
" $52,000,000.00 ",640,73.944049,"[{""name"": ""Kemp Company"", ""id"": 367}, {""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",12/25/2002," $352,114,312.00 ",141,Catch Me If You Can,7.7,3795,677.14%," $6,753,246.75 ",,,,
" $38,000,000.00 ",44264,49.292384,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Skydance Productions"", ""id"": 6277}]",12/22/2010," $252,276,927.00 ",110,True Grit,7.2,1668,663.89%," $5,277,777.78 ",,,,
" $90,000,000.00 ",607,104.121555,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]",7/2/1997," $589,390,539.00 ",98,Men in Black,6.9,4412,654.88%," $13,043,478.26 ",,,,
" $130,000,000.00 ",101299,76.310119,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",11/15/2013," $847,423,452.00 ",146,The Hunger Games: Catching Fire,7.4,6495,651.86%," $17,567,567.57 ",,,,
" $65,000,000.00 ",1271,65.197968,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",12/9/2006," $422,610,419.00 ",117,300,7,4997,650.17%," $9,285,714.29 ",,,,
" $59,000,000.00 ",425,99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",3/10/2002," $383,257,136.00 ",81,Ice Age,7.1,3857,649.59%," $8,309,859.15 ",,,,
" $70,000,000.00 ",2503,45.381501,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}, {""name"": ""Motion Picture BETA Produktionsgesellschaft"", ""id"": 11348}, {""name"": ""Bourne Again"", ""id"": 11349}]",8/3/2007," $442,824,138.00 ",115,The Bourne Ultimatum,7.3,2888,632.61%," $9,589,041.10 ",,,,
" $40,000,000.00 ",168672,49.664128,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]",12/12/2013," $251,171,807.00 ",138,American Hustle,6.8,2807,627.93%," $5,882,352.94 ",,,,
" $150,000,000.00 ",675,78.144395,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]",6/28/2007," $938,212,738.00 ",138,Harry Potter and the Order of the Phoenix,7.4,5494,625.48%," $20,270,270.27 ",,,,
" $125,000,000.00 ",591,45.313197,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Skylark Productions"", ""id"": 8253}, {""name"": ""Government of Malta"", ""id"": 19927}]",5/17/2006," $767,820,459.00 ",149,The Da Vinci Code,6.5,2704,614.26%," $19,230,769.23 ",,,,
" $150,000,000.00 ",809,47.320801,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",5/19/2004," $919,838,758.00 ",93,Shrek 2,6.7,2988,613.23%," $22,388,059.70 ",,,,
" $40,000,000.00 ",508,37.073127,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""DNA Films"", ""id"": 284}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}]",9/7/2003," $244,931,766.00 ",135,Love Actually,7,1869,612.33%," $5,714,285.71 ",,,,
" $40,000,000.00 ",196,45.769562,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]",5/25/1990," $244,527,583.00 ",118,Back to the Future Part III,7.1,2900,611.32%," $5,633,802.82 ",,,,
" $200,000,000.00 ",68721,77.68208,"[{""name"": ""Marvel Studios"", ""id"": 420}]",4/18/2013," $1,215,439,994.00 ",130,Iron Man 3,6.8,8806,607.72%," $29,411,764.71 ",,,,
" $130,000,000.00 ",673,79.679601,"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]",5/31/2004," $789,804,554.00 ",141,Harry Potter and the Prisoner of Azkaban,7.7,5877,607.54%," $16,883,116.88 ",,,,
" $20,000,000.00 ",8363,33.436092,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",8/17/2007," $121,463,226.00 ",113,Superbad,7,2100,607.32%," $2,857,142.86 ",,,,
" $80,000,000.00 ",310,109.684788,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Pit Bull Productions"", ""id"": 160}]",5/23/2003," $484,572,835.00 ",101,Bruce Almighty,6.4,3012,605.72%," $12,500,000.00 ",,,,
" $61,000,000.00 ",210577,143.041543,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Artemple - Hollywood"", ""id"": 60682}]",10/1/2014," $369,330,363.00 ",145,Gone Girl,7.9,5862,605.46%," $7,721,518.99 ",,,,
" $30,000,000.00 ",24,79.754966,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]",10/10/2003," $180,949,000.00 ",111,Kill Bill: Vol. 1,7.7,4949,603.16%," $3,896,103.90 ",,,,
" $125,000,000.00 ",131631,206.227151,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",11/18/2014," $752,100,229.00 ",123,The Hunger Games: Mockingjay - Part 1,6.6,5584,601.68%," $18,939,393.94 ",,,,
" $26,500,000.00 ",128,60.732738,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Nibariki"", ""id"": 12516}, {""name"": ""Nippon Television Network (NTV)"", ""id"": 20192}]",7/12/1997," $159,375,308.00 ",134,Princess Mononoke,8.2,1983,601.42%," $3,231,707.32 ",,,,
" $55,000,000.00 ",1597,29.97224,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Nancy Tenenbaum Films"", ""id"": 41248}]",10/6/2000," $330,444,045.00 ",108,Meet the Parents,6.6,1698,600.81%," $8,333,333.33 ",,,,
" $150,000,000.00 ",674,101.250416,"[{""name"": ""Patalex IV Productions Limited"", ""id"": 462}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]",11/5/2005," $895,921,036.00 ",157,Harry Potter and the Goblet of Fire,7.5,5608,597.28%," $20,000,000.00 ",,,,
" $139,000,000.00 ",557,82.502566,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",5/1/2002," $821,708,551.00 ",121,Spider-Man,6.8,5265,591.16%," $20,441,176.47 ",,,,
" $108,000,000.00 ",286217,167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]",9/30/2015," $630,161,890.00 ",141,The Martian,7.6,7268,583.48%," $14,210,526.32 ",,,,
" $90,000,000.00 ",10528,57.834787,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Wigram Productions"", ""id"": 23202}]",12/23/2009," $524,028,679.00 ",128,Sherlock Holmes,7,5766,582.25%," $12,857,142.86 ",,,,
" $30,000,000.00 ",120467,74.417456,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]",2/26/2014," $174,600,318.00 ",99,The Grand Budapest Hotel,8,4519,582.00%," $3,750,000.00 ",,,,
" $195,000,000.00 ",38356,28.529607,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Indochina Productions"", ""id"": 19751}, {""name"": ""Hasbro Studios"", ""id"": 22826}]",6/28/2011," $1,123,746,996.00 ",154,Transformers: Dark of the Moon,6.1,3299,576.28%," $31,967,213.11 ",,,,
" $80,000,000.00 ",954,75.290998,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}]",5/22/1996," $457,696,359.00 ",110,Mission: Impossible,6.7,2631,572.12%," $11,940,298.51 ",,,,
" $95,000,000.00 ",150689,101.187052,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}]",3/12/2015," $543,514,353.00 ",105,Cinderella,6.7,2374,572.12%," $14,179,104.48 ",,,,
" $72,000,000.00 ",2675,28.848187,"[{""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]",8/2/2002," $408,247,917.00 ",106,Signs,6.4,1599,567.01%," $11,250,000.00 ",,,,
" $40,000,000.00 ",37799,69.27822,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Relativity Media"", ""id"": 7295}]",9/30/2010," $224,920,315.00 ",120,The Social Network,7.1,3391,562.30%," $5,633,802.82 ",,,,
" $55,000,000.00 ",1402,80.581367,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",12/14/2006," $307,077,295.00 ",117,The Pursuit of Happyness,7.7,2525,558.32%," $7,142,857.14 ",,,,
" $150,000,000.00 ",8373,21.939663,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",6/19/2009," $836,297,228.00 ",150,Transformers: Revenge of the Fallen,6,3138,557.53%," $25,000,000.00 ",,,,
" $35,000,000.00 ",257211,53.114573,"[{""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Warner Bros."", ""id"": 6194}]",9/24/2015," $194,564,672.00 ",121,The Intern,7.1,1881,555.90%," $4,929,577.46 ",,,,
" $200,000,000.00 ",37724,93.004993,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",10/25/2012," $1,108,561,013.00 ",143,Skyfall,6.9,7604,554.28%," $28,985,507.25 ",,,,
" $90,000,000.00 ",863,73.575118,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]",10/30/1999," $497,366,869.00 ",92,Toy Story 2,7.3,3806,552.63%," $12,328,767.12 ",,,,
" $175,000,000.00 ",278927,94.199316,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Fairview Entertainment"", ""id"": 7297}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",4/7/2016," $966,550,600.00 ",106,The Jungle Book,6.7,2892,552.31%," $26,119,402.99 ",,,,
" $38,000,000.00 ",9799,6.909942,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",6/22/2001," $207,283,925.00 ",106,The Fast and the Furious,6.6,3428,545.48%," $5,757,575.76 ",,,,
" $185,000,000.00 ",155,187.322927,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]",7/16/2008," $1,004,558,444.00 ",152,The Dark Knight,8.2,12002,543.00%," $22,560,975.61 ",,,,
" $120,000,000.00 ",1894,43.987061,"[{""name"": ""Lucasfilm"", ""id"": 1}]",5/15/2002," $649,398,328.00 ",142,Star Wars: Episode II - Attack of the Clones,6.4,3992,541.17%," $18,750,000.00 ",,,,
" $90,000,000.00 ",46195,46.200042,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",4/3/2011," $484,635,760.00 ",96,Rio,6.5,2166,538.48%," $13,846,153.85 ",,,,
" $200,000,000.00 ",10193,59.995418,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",6/16/2010," $1,066,969,703.00 ",103,Toy Story 3,7.6,4597,533.48%," $26,315,789.47 ",,,,
" $200,000,000.00 ",58,145.847379,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]",6/20/2006," $1,065,659,812.00 ",151,Pirates of the Caribbean: Dead Man's Chest,7,5246,532.83%," $28,571,428.57 ",,,,
" $85,000,000.00 ",161,60.929352,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films II"", ""id"": 24939}]",12/7/2001," $450,717,150.00 ",116,Ocean's Eleven,7.2,3783,530.26%," $11,805,555.56 ",,,,
" $70,000,000.00 ",8488,34.576913,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",2/10/2005," $368,100,420.00 ",118,Hitch,6.4,1665,525.86%," $10,937,500.00 ",,,,
" $41,000,000.00 ",65,32.798571,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}]",11/8/2002," $215,000,000.00 ",110,8 Mile,6.8,1626,524.39%," $6,029,411.76 ",,,,
" $60,000,000.00 ",453,59.248437,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]",12/11/2001," $313,542,341.00 ",135,A Beautiful Mind,7.7,3009,522.57%," $7,792,207.79 ",,,,
" $110,000,000.00 ",1593,48.780039,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}]",10/20/2006," $574,480,841.00 ",108,Night at the Museum,6.3,2862,522.26%," $17,460,317.46 ",,,,
" $44,500,000.00 ",68734,62.01056,"[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]",10/11/2012," $232,324,128.00 ",120,Argo,7.1,3423,522.08%," $6,267,605.63 ",,,,
" $31,000,000.00 ",87502,42.213765,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""ImageMovers"", ""id"": 11395}]",11/2/2012," $161,772,375.00 ",138,Flight,6.5,2415,521.85%," $4,769,230.77 ",,,,
" $50,000,000.00 ",37686,37.069253,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""K/O Camera Toys"", ""id"": 23300}]",6/8/2011," $260,095,987.00 ",112,Super 8,6.6,2435,520.19%," $7,575,757.58 ",,,,
" $100,000,000.00 ",280,101.74155,"[{""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""T2 Productions"", ""id"": 61409}]",7/1/1991," $520,000,000.00 ",137,Terminator 2: Judgment Day,7.7,4185,520.00%," $12,987,012.99 ",,,,
" $210,000,000.00 ",91314,116.840296,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Ian Bryce Productions"", ""id"": 38833}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",6/25/2014," $1,091,405,097.00 ",165,Transformers: Age of Extinction,5.8,3095,519.72%," $36,206,896.55 ",,,,
" $93,000,000.00 ",61791,138.433168,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Big Screen Productions"", ""id"": 10893}]",8/3/2011," $482,860,185.00 ",105,Rise of the Planet of the Apes,7,4347,519.20%," $13,285,714.29 ",,,,
" $160,000,000.00 ",27205,167.58371,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]",7/14/2010," $825,532,764.00 ",148,Inception,8.1,13752,515.96%," $19,753,086.42 ",,,,
" $145,000,000.00 ",80321,44.989192,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",6/6/2012," $746,921,274.00 ",93,Madagascar 3: Europe's Most Wanted,6.4,1808,515.12%," $22,656,250.00 ",,,,
" $200,000,000.00 ",12155,78.530105,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]",3/3/2010," $1,025,491,110.00 ",108,Alice in Wonderland,6.4,4645,512.75%," $31,250,000.00 ",,,,
" $61,000,000.00 ",294254,113.161483,"[{""name"": ""Gotham Group"", ""id"": 3672}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",9/9/2015," $311,256,926.00 ",132,Maze Runner: The Scorch Trials,6.4,3040,510.26%," $9,531,250.00 ",,,,
" $120,000,000.00 ",87827,51.328145,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Haishang Films"", ""id"": 13480}]",11/20/2012," $609,016,565.00 ",127,Life of Pi,7.2,5797,507.51%," $16,666,666.67 ",,,,
" $30,000,000.00 ",393,50.622607,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]",4/16/2004," $152,159,461.00 ",136,Kill Bill: Vol. 2,7.6,3948,507.20%," $3,947,368.42 ",,,,
" $30,000,000.00 ",59436,43.753585,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Pontchartrain Productions"", ""id"": 24785}]",5/11/2011," $151,119,219.00 ",94,Midnight in Paris,7.4,1990,503.73%," $4,054,054.05 ",,,,
" $28,000,000.00 ",562,66.169628,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Silver Pictures"", ""id"": 1885}]",7/15/1988," $140,767,956.00 ",131,Die Hard,7.5,3948,502.74%," $3,733,333.33 ",,,,
" $280,000,000.00 ",99861,134.279229,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Prime Focus"", ""id"": 15357}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",4/22/2015," $1,405,403,694.00 ",141,Avengers: Age of Ultron,7.3,6767,501.93%," $38,356,164.38 ",,,,
" $125,000,000.00 ",51497,7.255718,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""One Race Productions"", ""id"": 1225}]",4/20/2011," $626,137,675.00 ",130,Fast Five,7.1,2438,500.91%," $17,605,633.80 ",,,,
" $160,000,000.00 ",810,42.986467,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",5/17/2007," $798,958,165.00 ",93,Shrek the Third,6,2278,499.35%," $26,666,666.67 ",,,,
" $25,000,000.00 ",50014,42.191509,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",8/9/2011," $124,272,124.00 ",146,The Help,7.8,1910,497.09%," $3,205,128.21 ",,,,
" $35,000,000.00 ",109431,34.005726,"[{""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Aggregate Films"", ""id"": 37361}, {""name"": ""DumbDumb"", ""id"": 37362}]",2/7/2013," $173,965,010.00 ",111,Identity Thief,5.6,1645,497.04%," $6,250,000.00 ",,,,
" $150,000,000.00 ",604,70.78591,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Heineken Branded Entertainment"", ""id"": 375}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",5/15/2003," $738,599,701.00 ",138,The Matrix Reloaded,6.7,3443,492.40%," $22,388,059.70 ",,,,
" $175,000,000.00 ",150540,128.655964,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",6/9/2015," $857,611,174.00 ",94,Inside Out,8,6560,490.06%," $21,875,000.00 ",,,,
" $75,000,000.00 ",10555,47.094369,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",9/20/2004," $367,275,019.00 ",90,Shark Tale,5.8,1557,489.70%," $12,931,034.48 ",,,,
" $115,000,000.00 ",585,106.815545,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",11/1/2001," $562,816,256.00 ",92,"Monsters, Inc.",7.5,5996,489.41%," $15,333,333.33 ",,,,
" $130,000,000.00 ",9502,84.689648,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",6/4/2008," $631,744,560.00 ",90,Kung Fu Panda,6.9,3145,485.96%," $18,840,579.71 ",,,,
" $42,000,000.00 ",64688,62.714026,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Stephen J. Cannell Productions"", ""id"": 5585}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",3/12/2012," $201,585,328.00 ",109,21 Jump Street,6.7,4074,479.97%," $6,268,656.72 ",,,,
" $145,000,000.00 ",56292,77.77477,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",12/7/2011," $694,713,380.00 ",133,Mission: Impossible - Ghost Protocol,6.8,3972,479.11%," $21,323,529.41 ",,,,
